"202","combinatorialoptimization","Combinatorial Optimization in Physics (Arbeitsgruppe)","emmynoether"
"203","paedagogikgehoerlose","Pädagogik der Gehörlosen und Schwerhörigen","didaktikgehoerlose"
"204","heilppsycho2","Heilpädagogische Psychologie (Prof. Nußbeck)","psychohpf2"
"205","hoersprachpaed","Hörgeschädigtenpädagogik","paedhoergeschaedigt"
"206","sprachgestpaed","Sprech- und Sprachgestörtenpädagogik","paedsprachstoerungen"
"207","lernbehpaed","Lernbehindertenpädagogik","sondererziehunglernbehindert"
"208","sozialearbeiterziehung","Soziale Arbeit und Erziehungshilfe","erziehungshilfesozarbeit"
"209","geistigbehpaed","Geistigbehindertenpädagogik","paedagogikdidaktikgeistigbeh"
"210","heilpmusik","Heilpädagogische Musikerziehung","musikerzhp"
"211","heilpkunst","Heilpädagogische Kunsterziehung/ -therapie","kunsterzhp"
"212","exzellenzcluster","Exzellenzcluster (CECAD)","cellularstress"
"213","forist","Forschungsstelle für interkulturelle Studien","interkultur"
"214","forges","Forschungsstelle für Gesundheitserziehung","gesunderz"
"216","mathenaturbildung","Mathematische und naturwissenschaftliche Bildung","zentrummathebildung"
"217","campusgruen","Campusgrün","gruenehsg"
"218","centeragingstudies","Center for Aging Studies (CEFAS)","centrumalternstudien"
"219","markenmanagement","Marketing und Markenmanagement","allgbwlmarkenmanagement"
"221","empsozialforschung","Empirische Sozialforschung (Zentralarchiv)","zentralarchivemp"
"222","managementgesundheitswesen","Management im Gesundheitswesen","allgbwlgesundheit"
"223","unternehmensfinanzen","Unternehmensfinanzen","allgbwlcf"
"224","schreibzentrumphilfak","Schreibzentrum (Phil.Fak.)","kompetenzzentrumschreiben"
"225","koerperbehpaed","Körperbehindertenpädagogik","paedagogikmenschenbeeintr"
"226","zentrumnetzwerkmedien","Zentrum Netzwerk Medien","netzwerkmedien"
"227","kinderjpsychotherapie","Kinder- und Jugendlichenpsychotherapie","ausbildungszentrumkjp"
"228","sprachrehabilitation","Sprachrehabilitation (Forschungsinstitut und Beratungsstelle)","forschsprachrehabilitation"
"231","zentrumquartaerforschung","Zentrum für Quartärforschung und Geoarchäologie","centerqsga"
"232","sozialrecht","Sozialrecht","deutscheurosozialrecht"
"235","lehrbereichdeutsch","Lehrbereich Deutsch als Fremdsprache","deutschalsfremdsprache"
"236","wohnheime","Wohnheime","studentheim"
"237","fortbildung","Fortbildung und Zusatzqualifizierung","weiterbildg"
"238","socrates","Socrates (Büro für Internationale Beziehungen, Med. Fak.)","zentrumintbezmed"
"239","ausbildungsfoerderung","Ausbildungsförderung","bafoeg"
"241","hoersaelemed","Hörsäle (Medizinische Fakultät)","zzmhoersaele"
"246","internationaleskollegmorphomat","Internationales Kolleg Morphomata","morphomata"
"247","audiopaedagogik","Audiopädagogik","didaktikgehoerlose"
"248","evaluationuni","Evaluation der Lehre ","lehrevaluation"
"249","theologiekath","Theologie, Katholische","katholtheol"
"250","sprachentwicklung","Sprachentwicklung und Sprachdidaktik (Forschungsstelle)","forschungsprachentwicklung"
"253","oekonometrie","Ökonometrie","wisostat"
"255","ilias","Ilias-Team","elearning"
"256","understandingapriori","Understanding and the Apriori (Emmy Noether Arbeitsgruppe)","emmynoetherphil"
"257","studiensozial","Studien- und Sozialangelegenheiten der Studierenden","besonderestudien"
"258","rechtstheorie","Rechtstheorie","buergrrechtstheorie"
"259","sprachwiss","Sprachwissenschaft","allgsprachwiss"
"260","wirtschaftlichestaatswiss","Wirtschaftliche Staatswissenschaften","centermacroeconomic"
"261","oeffrechtkirchenrecht","Öffentliches Recht und Kirchenrecht","kirchenrecht"
"262","macroeconomicresearch","Macro Economic Research Center","centermacroeconomic"
"263","zentralereinkauf","Zentraler Einkauf","verwuni33"
"265","ehumanities","eHumanities (Center)","colognecenterehumanities"
"267","lateinamerikakompetenznetz","Lateinamerika (Kompetenznetz)","kompetenznetzlateinamerika"
"268","makrooekonomikarbeitsmarkt","Makroökonomik und Arbeitsmarktökonomik","staatswiss4"
"270","verfassungsrecht","Verfassungsrecht, Völkerrecht und Rechtsvergleichung","ostrecht"
"272","frankreichstudien","Frankreich- und Frankophoniestudien (Interdisziplinäres Institut)","centruminterfrankreich"
"274","rechenzentrum","Rechenzentrum (RRZK)","regionalesrechenzentrum"
"275","theatreuniversitaire","Théâtre universitaire francophone de Cologne","projetsprojecteurs"
"276","skillslab","Skillslab und Simulationszentrum (KISS)","kiss"
"277","inetcampusgroup","INET Campus Group Cologne","studytour"
"278","pim","PIM & CEMS Club","cems"
"279","anatomie","Anatomie","zentrumanatomie"
"280","staatswissbib","Bibliothek des Staatswissenschaftlichen Seminars","volkswirtschaftbib"
"282","ostasiachina","Ostasiatisches Seminar - China-Studien","chinastudien"
"283","ostasiajapan","Ostasiatisches Seminar - Japanologie","japanologie"
"284","internatinvestitionsrecht","Internationales Investitionsrecht","internationalilcc"
"285","zahnchirurg","Zahnärztliche Chirurgie und Mund-, Kiefer- und Gesichtschirurgie","mundkgchirurgie"
"286","notaufnahme","Notaufnahme","zentralenotaufnahme"
"287","viszeral","Viszeral- und Gefäßchirurgie","allgemeinchirurgie"
"288","chirurgie","Chirurgie","allgemeinchirurgie"
"289","pressemed","Presse und Kommunikation (Klinikum)","kommunikationmed"
"290","mcm","MCM - Projekt Migration Campus Management","projektmigracampus"
"291","competenceelearning","CompetenceCenter E-Learning","elearning"
"293","musikethno","Musikethnologie, Europäische","ethnomusik"
