"352","koordstgasthoerer","Koordinierungsstelle für das Gasthörer- und Seniorenstudium",,"0221-470-6298","0221-470-5934","http://www.koost.uni-koeln.de/gasthoerersenioren.html","332d",NULL,,"1","0","0","0","1","senioren-studium@uni-koeln.de","/zentral/senioren/",,"0","zent_senioren_n","zent_senioren_a","9","0","1"
"353","zentrumklinischestudien","Zentrum für klinische Studien Köln (ZKS Köln)",,,,"http://zks.uni-koeln.de/","712",NULL,,"0","0","0","0","1","info@zks-koeln.de",,,"9",,,"4","0","1"
"356","kriminolog","Kriminologie",,"0221-470-4281","0221-470-5147","http://www.uni-koeln.de/jur-fak/krimfor/index.html","100","-1","Bauteil 5","0","0","0","0","1","institut-kriminologie@uni-koeln.de","/jur-fak/krimfor/",,"0","jur_krimfor_n","jur_krimfor_a","2","0","1"
"358","kristall","Mineralogie / Kristallographie",,"0221-470-3194","0221-470-4963","http://www.kristallographie.uni-koeln.de/","310b",NULL,,"0","0","0","0","1","marion.moellering@uni-koeln.de","/math-nat-fak/kristall/",,"0","math_kristall_n","math_kristall_a","5","0","1"
"360","kunstdidaktik","Kunst und ihre Didaktik",,"0221 - 470 4707","0221 - 470 4716","http://www.hf.uni-koeln.de/30337","216c","0","Block C","1","1","0","0","1","n.bock@uni-koeln.de",,,"0","ew_kunst_n","ew_kunst_a","6","0","1"
"362","kunsthist","Kunsthistorisches Institut (KHI)",,"0221-470-2362","0221-470-5044","http://khi.phil-fak.uni-koeln.de/",NULL,NULL,,"0","0","0","0","1","elke.herberhold@uni-koeln.de","/phil-fak/khi/",,"0","phil_khi_n","phil_khi_a","3","0","1"
"364","leasing","Leasing, Forschungsinstitut",,"0221-470-4479","0221-470-2305","http://www.leasing.uni-koeln.de/13970.html","101a","6",,"0","0","0","0","1","leasing@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"365","lebenswert","Lebenswert e.V.",,"0221 - 478-6478",,"http://www.vereinlebenswert.de/kontakt/index.php","760",NULL,,"0","0","0","0","1","elke.jakobs@uk-koeln.de",,,"9",,,"4","0","1"
"368","lehrerbz","Lehrerbildungszentrum (ZfL)",,"0221 - 470 2003","0221 - 470 2004","http://www.lbz.uni-koeln.de/","216","3",,"0","0","0","0","1","andrea.waege@uni-koeln.de","/var/local/ukweb/lbz/",,"1",,,"9","0","1"
"369","zentrummkth","Vergleichende Medizin (Tierhaltungsnetzwerk)",,"0221 - 478 3887","0221 - 478 3984",,"66",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"370","sondererziehunglernbehindert","Sonderpädagogik und Rehabilitation bei Lernstörungen",,"0221 - 470-5538","0221 - 470 2148","http://www.hf.uni-koeln.de/30038","221","3",,"0","1","0","0","1","janet.mester@hrf.uni-koeln.de",,,"0",,,"6","0","1"
"371","aleki","ALEKI - Arbeitsstelle für Kinder- und Jugendmedienforschung",,"0221-470-4069","0221-470-5197","http://www.aleki.uni-koeln.de/","413",NULL,,"0","0","0","0","1","lesebar@gmx.de","/phil-fak/deutsch/aleki/",,"0","ew_deutsch_aleki_n","ew_deutsch_aleki_a","3","0","1"
"372","linguistik","Linguistik",,,,"http://ifl.phil-fak.uni-koeln.de/",NULL,NULL,,"0","0","0","0","1",,"/phil-fak/ifl/",,"0","phil_ifl_n","phil_ifl_a","3","0","1"
"373","luftweltraumrecht","Luft- und Weltraumrecht",,"0221-470-2337","0221-470-4968","http://www.ilwr.de/","100","0","Bauteil 7","0","0","0","0","1","Sekretariat-Hobe@uni-koeln.de",,,"9",,,"2","0","1"
"376","marktforschg","Marketing und Marktforschung",,"+49 (221) 470 8675","+49 (221) 470 8677","http://www.marketing.uni-koeln.de","101a","4","Zimmer 413","1","1","0","0","1","marketing@wiso.uni-koeln.de",,,"0",,,"1","0","1"
"377","martinbuber","Martin-Buber Institut für Judaistik",,"0221-470-2989","0221-470-5065","http://www.uni-koeln.de/phil-fak/juda/","115",NULL,,"0","0","0","0","1","christiane.kaduk@uni-koeln.de","/phil-fak/juda/",,"0","phil_juda_n","phil_juda_a","3","0","1"
"378","matheewf","Mathematik und ihre Didaktik",,"0221-470-4749","0221-470-4985","http://www.mathedidaktik.uni-koeln.de/","216c","2","Block C","0","0","0","0","1","seminar-mathematik@uni-koeln.de","/math-nat-fak/didaktiken/mathe/",,"0","ew_mathe_n","ew_mathe_a","5","0","1"
"379","mathestat","Mathematische Statistik",,,,"http://www.mi.uni-koeln.de/mitarbeiter/forschungsbereiche_de.html","162",NULL,,"1","1","1","1","1",,,NULL,"0",,,"5","0","1"
"380","matheinst","Mathematisches Institut",,"0221-470-2275",,"http://www.mi.uni-koeln.de/","162",NULL,,"0","0","0","0","1","bauer@math.uni-koeln.de",,NULL,"9",,,"5","0","1"
"381","maxplanckneurol","Max Planck Institut für Neurologische Forschung",,"0221 - 4726 0","0221 - 4726 298","http://www.mpin-koeln.mpg.de/","19",NULL,,"1","0","0","0","1","baaske@nf.mpg.de",,,"0",,,"0","79","1"
"382","medienklutur","Medienkulturwissenschaft",,,,"http://phil-fak.uni-koeln.de/ma_medienkulturwissenschaft.html","103",NULL,,"0","0","0","0","1",,"/phil-fak/mkw/",,"0","phil_mkw_n","phil_mkw_a","3","0","1"
"383","buergrurheberrecht","Bürgerliches Recht mit Urheberrecht, Gewerblichen Rechtsschutz, Neue Medien und Wirtschaftsrecht",,"0221/470-8364","0221/470-8365 ","http://www.medienrecht.jura.uni-koeln.de/3936.html","102","2",,"1","1","0","0","1","medienrecht@uni-koeln.de","/jur-fak/medrziv/",,"0","jur_medrziv_n","jur_medrziv_a","2","0","1"
"384","medienwiss","Medienwissenschaftliches Lehr- und Forschungszentrum (MLFZ)",,"0221-470-6163","0221-470-1365 ","http://www.mlfz.uni-koeln.de/","335",NULL,,"0","0","0","0","1","mlfz@wiso.uni-koeln.de","/vol/www/projekt/mlfz/",,"1",,,"1","0","1"
"386","medizinmikrobio","Medizinische Mikrobiologie, Immunologie und Hygiene",,"0221-478-32100","0221-478-32134","http://www.uni-koeln.de/med-fak/immh/",NULL,NULL,,"0","0","0","0","1","MIH@uk-koeln.de","/med-fak/immh/",,"0","med_immh_n","med_immh_a","4","0","1"
"388","medsoziologie","Medizinsoziologie, Versorgungsforschung und Rehabilitationswissenschaft (IMVR)",,"0221 - 478 97101","0221 - 478 97118","http://www.imvr.uni-koeln.de/","822",NULL,,"1","0","0","0","1","anja.kirsch@uk-koeln.de",,,"0",,,"8","0","1"
"389","medizinstatistik","Medizinische Statistik und Bioinformatik (IMSB)",,"0221-478-6501","0221-478-6520","http://imsieweb.uni-koeln.de/","55",NULL,,"0","0","0","0","1","imsb-kontakt@uni-koeln.de",,,"0",,,"4","0","1"
"393","mensamed","Mensa Robert-Koch-Str.",,,,"http://www.kstw.de/index.php?option=com_content&view=article&id=326&Itemid=158","49",NULL,,"1","1","1","1","1",,,,"9",,,"9","0","1"
"394","mensen","Mensen",,,,"http://www.kstw.de/index.php?option=com_content&view=article&id=180&Itemid=120",NULL,NULL,,"0","0","0","0","1","kobielski@kstw.de",,,"0",,,"9","0","1"
"395","messewirtschaft","Messewirtschaft und Distributionsforschung",,"0221-470-4317","0221-470-5007","http://www.messe.uni-koeln.de/","101a","3",,"0","0","0","0","1","messe-webmaster@wiso.uni-koeln.de","/wiso-fak/messe/",,"0","wiso_messe_n","wiso_messe_a","1","0","1"
"396","meteorologie","Meteorologie",,"0221-470-3682","0221-470-5161","http://www.geomet.uni-koeln.de/","410",NULL,,"0","0","0","0","1","janzen@meteo.uni-koeln.de","/math-nat-fak/geomet/meteo",,"0","math_geomet_meteo_n","math_geomet_meteo_a","5","0","1"
"397","psychmeth","Psychologische Methodenlehre und Experimentelle Psychologie",,"0221 - 470 6592","0221 - 470-7089","http://www.psych-methoden.uni-koeln.de/","211","3",,"0","1","0","0","1","monika.wegener@uni-koeln.de","/phil-fak/psych/methoden/",,"0","phil_psych_meth_n","phil_psych_meth_a","6","0","1"
"398","mineralogie","Mineralogie und Geochemie",,"0221-470-5616","0221-470-5199","http://www.geologie.uni-koeln.de/752.html","310b",NULL,,"1","1","0","0","1",,"/math-nat-fak/geomin/",,"0","math_geomin_n","math_geomin_a","5","0","1"
"399","mittellatein","Mittellateinische Abteilung",,"0221-470-2520","0221-470-5931","http://www.uni-koeln.de/phil-fak/ifa/mtl/","103","5",,"0","1","0","0","1","b.overmann@uni-koeln.de","/phil-fak/ifa/mtl/",,"0","phil_ifa_mtl_n","phil_ifa_mtl_a","3","0","1"
"400","chinastudien","China-Studien",,"0221-470 5401","0221- 470 5406","http://www.china.uni-koeln.de/","185",NULL,,"0","1","0","0","1","china.studien@uni-koeln.de","/phil-fak/ostas",,"0","phil_ostas_n","phil_ostas_a","3","0","1"
"401","molekulneuro","Molekulare Neuroforschung, Laboratorium",,"0221-478-6881","0221-478-6882","http://neuroforschung-zmmk.uni-koeln.de/","44",NULL,,"0","0","0","0","1",,"/med-fak/biochemie/biomed3/",,"0","med_biochemie_n","med_biochemie_a","4","0","1"
"402","mtla","Schule für Medizinisch-technische Laboratoriumsassistenten (MTLA) ",,"+49 221 478-32056",,"http://pflege.uk-koeln.de/ausbildung/mtla/","612",NULL,,"1","0","0","0","1","mta-schule@uk-koeln.de",,,"0",,,"4","0","1"
"403","mtla1","Mikrobiologie",,,,,"612",NULL,,"1","1","1","1","1",,,NULL,"0",,,"4","0","1"
"404","mtla2","Gynäkologie",,,,,"47",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"405","mtla3","Histologie",,,,,"35",NULL,,"1","1","1","1","1",,,,"0",,,"4","0","1"
"406","mtla4","Klinische Chemie / Hämatologie",,,,,NULL,"3",,"1","1","1","1","1",,,,"0",,,"4","0","1"
"408","mundkgchirurgie","Mund-, Kiefer-, Gesichtschirurgie",,"0221 - 478 96555","0221 - 478 5774","http://zahnklinik.uk-koeln.de/mund-kiefer-gesichtschirurgie","8d",NULL,,"0","0","0","0","1",,,,"0",,,"4","0","1"
"409","musikewf","Musikpädagogik",,"0221-470-4664","0221-470-5967","http://www.hf.uni-koeln.de/30338","216a","3",,"0","0","0","0","1","l.kizina@uni-koeln.de","/ew-fak/Mus_did/",,"0","ew_mus_did_n","ew_mus_did_a","6","0","1"
"410","ethnomusik","Europäische Musikethnologie",,"0221-470-5267","0221-470-6719","http://www.uni-koeln.de/ew-fak/Mus_volk/index.htm","216d","-1","Zugang über die Treppe vor der Turnhalle","0","0","0","0","1","IfMV@uni-koeln.de","/ew-fak/Mus_volk/",,"0","ew_mus_volk_n","ew_mus_volk_a","6","0","1"
"411","musikinst","Musikwissenschaftliches Institut",,"0221-470-2249","0221-470-4964","http://musikwissenschaft.phil-fak.uni-koeln.de/","100","3","Bauteil 1, 302","0","0","0","0","1","birgit.klemann@uni-koeln.de","/phil-fak/muwi/",,"0","phil_muwi_n","phil_muwi_a","3","0","1"
"414","netzwerkmedien","Netzwerk Medien",,"0221-470-6895","0221-470-5569","http://www.hf.uni-koeln.de/4000","213",NULL,,"0","0","0","0","1","udo.kullik@uni-koeln.de",,,"9",,,"6","0","1"
"415","netzwerkmediencip","PC-Pool (DP Heilpädagogik)",,,,"http://www.hf.uni-koeln.de/31212","213","0",,"1","1","1","1","1",,,,"0",,,"6","0","1"
"416","netzwerkmedienlern","Lernwerkstatt",,"0221/470-6483",,"http://www.hf.uni-koeln.de/30407","221","1",,"1","1","1","1","1","lernwerkstatt-hpf@uni-koeln.de",,,"9",,,"6","0","1"
"418","neueprivatrecht","Neuere Privatrechtsgeschichte, Deutsche und Rheinische Rechtsgeschichte",,"0221-941857-0","0221-415133","http://www.uni-koeln.de/jur-fak/inp/","152",NULL,,"0","0","0","0","1","inge.wiedemann@uni-koeln.de","/jur-fak/inp/",,"0","jur_inp_n","jur_inp_a","2","0","1"
"420","neurologie","Neurologie",,"0221-478-4015","0221-478-5669","http://neurologie-psychiatrie.uk-koeln.de/neurologie","30",NULL,,"0","0","0","0","1","martina.schuetteler@uk-koeln.de","/med-fak/neurologie/",,"0","med_neurologie_n","med_neurologie_a","4","0","1"
"421","neuropathologie","Neuropathologie",,"0221-478 5265","0221-478 7237","http://pathologie-neuropathologie.uk-koeln.de/institut-fuer-neuropathologie","8e",NULL,,"0","0","0","0","1","neuropatho@uni-koeln.de",,,"0",,,"4","0","1"
"422","neurophys","Neurophysiologie",,"0221-478-6960","0221-478-6965","http://physiologie.uni-koeln.de/21679.html","45",NULL,,"0","0","0","0","1",,"/med-fak/physiologie/np/",,"0","med_physiologie_n","med_physiologie_a","4","0","1"
"423","neurowisshpf","Neurowissenschaften und Rehabilitation",,"0221 - 470 4637","0221 - 470 5123","http://www.hf.uni-koeln.de/30064","211","2",,"0","0","0","0","1","S.Samad-Tari@uni-koeln.de",,,"0",,,"6","0","1"
"424","niederlandphil","Niederländische Philologie (Niederlandistik)",,"0221-470-4161",,"http://www.niederlandistik.uni-koeln.de/","802",NULL,,"0","0","0","0","1","niederlandistik@uni-koeln.de","/var/local/typo3/niederlandistik",,"0","phil_nl_n","phil_nl_a","3","0","1"
"425","skandinavistik","Skandinavistik/Fennistik",,"0221-470-4115","0221-470-5987","http://skanfen.phil-fak.uni-koeln.de/","103","3",,"0","0","0","0","1","skan-fen@uni-koeln.de","/phil-fak/nordisch/",,"0","phil_nordisch_n","phil_nordisch_a","3","0","1"
"426","notfall","Notfallaufnahme",,,,,"8a",NULL,,"0","0","1","0","1",,,NULL,"0",,,"4","0","1"
"427","nuklearch","Nuklearchemie",,"0221-470-3219","0221-470-6703","http://www.uni-koeln.de/math-nat-fak/nukchem/","312",NULL,,"0","1","0","0","1","ulrich.herpers@uni-koeln.de","/math-nat-fak/nukchem/",,"0","math_nukchem_n","math_nukchem_a","5","0","1"
"428","nuklearmed","Nuklearmedizin",,"0221-478-4052",,"http://nuklearmedizin.uk-koeln.de/","60",NULL,,"0","0","0","0","1","nuklearmedizin@uk-koeln.de",,,"0",,,"4","0","1"
"429","numismatik","Numismatik",,,,"http://www.uni-koeln.de/phil-fak/ifa/Numismatik/NumismatikIndex.html","103","5",,"1","1","0","0","1","a.geissen@uni-koeln.de","/phil-fak/ifa/Numismatik/",,"0",,,"3","0","1"
"430","oeffrechteuropa","Öffentliches Recht, Medienrecht und Kommunikationsrecht",,"0221/470-8355","0221/470-8361 ","http://www.medienrecht.jura.uni-koeln.de/lehrstuhlhain_startseite.html","102","2","Raum 2.323","0","0","0","0","1","HuebnerE@uni-koeln.de","/jur-fak/instmedr/",,"0","jur_medrziv_n","jur_medrziv_a","2","0","1"
"431","oeffrechtverw","Öffentliches Recht und Verwaltungslehre",,"0221-470-5626","0221-470-5126","http://www.jura.uni-koeln.de/index.php?id=624","100","1","Bauteil 7","0","0","0","0","1","inst-oerv@uni-koeln.de","/jur-fak/instoerv/",,"0","jur_instoerv_n","jur_instoerv_a","2","0","1"
"432","oeffrechtvoelker","Öffentliches Recht, Völker- und Europarecht",,"0221-470-3875","0221-470-5895","http://www.uni-koeln.de/jur-fak/schoebener/","202",NULL,,"0","0","0","0","1","info@oeffentliches-recht.org","/jur-fak/schoebener/",,"0","jur_instvolk_n","jur_instvolk_a","2","0","1"
"433","orgachem","Organische Chemie",,"0221-470-5753","0221-470-3064","http://www.chemie.uni-koeln.de/p_oc.html","322c",NULL,,"0","1","0","0","1","anja.bitners@uni-koeln.de","/math-nat-fak/orgchem/",,"0","math_orgchem_n","math_orgchem_a","5","0","1"
"434","orient","Orientalisches Seminar",,"0221-470-3762","0221-470-5043","http://www.uni-koeln.de/phil-fak/orient/","125b",NULL,,"0","0","0","0","1","Walburga.Stork@Uni-Koeln.de","/phil-fak/orient/",,"0","phil_orient_n","phil_orient_a","3","0","1"
"435","orthopaedie","Orthopädie und Unfallchirurgie",,"0221-478-4600","0221-478-7045","http://orthopaedie-unfallchirurgie.uk-koeln.de/","43",NULL,,"0","0","0","0","1","caroline.richert@uk-koeln.de",,,"0",,,"4","0","1"
"436","orthoptik","Orthoptik,  Berufsfachschule für Orthoptik ",,"0221-478-6563","0221-478-3533","https://augenklinik.uk-koeln.de/lehre/berufsfachschule-fuer-orthoptik/","26",NULL,,"0","1","0","0","1","berufsfachschule-orthoptik@uk-koeln.de",,,"0",,,"4","0","1"
"438","osteuropagesch","Osteuropäische Geschichte",,"0049 (0)221 470-5699","0049 (0)221 470-5127","http://histinst.phil-fak.uni-koeln.de/440.html","208",NULL,,"0","0","0","0","1","niedersk@uni-koeln.de","/phil-fak/soeg/",,"0","phil_soeg_n","phil_soeg_a","3","0","1"
"439","ostrecht","Institut für osteuropäisches Recht und Rechtsvergleichung ",,"0221-470-5575","0221-470-5582","http://www.ostrecht.uni-koeln.de/","222",NULL,,"0","0","0","0","1","institut-ostrecht@uni-koeln.de","/jur-fak/ostrecht/",,"0","jur_ostrecht_n","jur_ostrecht_a","2","0","1"
"441","paedsem","Pädagogische Bibliothek im Hauptgebäude",," 0221/470-2830",,"http://www.hf.uni-koeln.de/30959","100","1","Bauteil 4","0","0","0","0","1","bibliothekpaedagogik@web.de","/phil-fak/paedsem/",,"0","phil_paedsem_n","phil_paedsem_a","3","0","1"
"442","papyrologie","Papyrologie",,"0221 / 470 - 4230","0221 / 470 - 4997","http://www.uni-koeln.de/phil-fak/ifa/NRWakademie/papyrologie/","103","5",,"1","1","0","0","1","ala42@uni-koeln.de","/phil-fak/ifa/NRWakademie/papyrologie/",,"0","phil_ifa_papyr_n","phil_ifa_papyr_a","3","0","1"
"443","pathologie","Pathologie",,"0221-478-5252","0221-478-6360","https://pathologie.uk-koeln.de/","8e",NULL,,"0","0","0","0","1","reinhard.buettner@uk-koeln.de",,,"0",,,"4","0","1"
"444","poolewf","PC-Pool (HW-Fakultät)",,"0221-470-6148","0221-470-5939","http://hf-rechenstelle.uni-koeln.de/","216a","2",,"1","1","1","1","1",,,,"0",,,"6","0","1"
"447","poolinformatik","PC-Pool (Informatik)",,,,"http://www.informatik.uni-koeln.de/studein/pools/","411","3","Räume 307, 309, 311","1","1","1","1","1",,,,"0",,,"1","0","1"
"449","poolphilvl","PC-Pool Vermitteltes Lernen (Philosophikum)",,"0221/470-4030","0221/470-5193","http://www.phil-fak.uni-koeln.de/index.php?id=4687","103",NULL,,"1","1","1","1","1","cip-admins@uni-koeln.de",,,"9",,,"3","0","1"
"450","poolcip","PC-Pool (Philosphikum, CIP)",,,,"http://www.uni-koeln.de/rrzk/pc/ad/cip.html","103","0",,"1","1","1","1","1",,,,"0",,,"9","0","1"
"452","poolusb","PC-Pool (Universitätsbibliothek)",,,,"http://www.ub.uni-koeln.de/fragen/technik/internetarbeitsplaetze/index_ger.html","107a",NULL,,"1","1","1","1","1",,,,"0",,,"9","0","1"
"453","poolwiso","PC-Pool (WiSo-Fakultät)",,,,"http://www.wiso-it.uni-koeln.de/pools.html","101a","0",,"1","1","1","1","1",,,,"0",,,"1","0","1"
"455","personalratuninw","Personalrat der Uni  (Technik und Verwaltung)",,"0221 - 470 2590",,"http://verwaltung.uni-koeln.de/personalrat/content/index_ger.html","331","-1",,"1","1","1","1","1",,,,"0",,,"9","0","1"
"456","personalratuniwiss","Personalrat der Uni (wiss. Personal)",,"0221 - 470 40 84",,"http://www.uni-koeln.de/verwaltung/prwiss/","331","-1",,"1","1","1","1","1",,"/verwaltung/prwiss/",NULL,"0","verw_prwiss_n","verw_prwiss_a","9","0","1"
"457","personalratmednw","Personalrat des Klinikums (nicht.wiss. Personal)",,"0221 -478  5300","0221 - 478 6560","http://intranet.uk-koeln.de/unternehmensbereiche/mitarbeiterfuersorge/personalrat-klinikum/","1",NULL,,"0","0","0","0","1","personalrat@uk-koeln.de",,,"0",,,"4","0","1"
"458","personalratmedwiss","Personalrat des Klinikums (wiss. Personal)",,"0221 - 478 6035","0221 - 478 7195","http://intranet.uk-koeln.de/unternehmensbereiche/mitarbeiterfuersorge/personalrat-klinikum/","64","0",,"1","0","0","0","1","Personalrat-Wissenschaft@uk-koeln.de",,,"0",,,"4","0","1"
"460","personalratuni","Personalräte der Universität",,"0221-470-2590",,"http://verwaltung.uni-koeln.de/e93/e296/index_ger.html",NULL,NULL,,"0","0","0","0","1",,,NULL,"0",,,"9","0","1"
"461","petrarca","Petrarca-Institut - Lehrstuhl Prof. Kablitz ",,"0221-470-6688","0221-470-4144","http://www.uni-koeln.de/phil-fak/petrarca/petrarca.htm","210a","-1",,"0","0","0","0","1","kablitz.a@uni-koeln.de","/phil-fak/petrarca/",,"0","phil_petrarca_n","phil_petrarca_a","3","0","1"
"462","pflegedir","Pflegedirektion, Pflegedienst",,"0221-478-4938","0221-478-6590","http://pflege.uk-koeln.de/","65","4",,"0","0","0","0","1","pflegedirektion@uk-koeln.de",,,"0",,,"4","0","1"
"463","pharmakologie","Pharmakologie",,"0221-478-88729","0221-478-89049","http://pharmakologie.uk-koeln.de/","36",NULL,,"0","0","0","0","1","sekretariat-pharmakologie@uk-koeln.de",,,"0",,,"4","0","1"
"464","philsemewf","Philosophie (Historisches Seminar II)",,"0221 - 470 5782","0221 - 470 5086","http://histsem2.phil-fak.uni-koeln.de/","216a",NULL,,"0","0","0","0","1","martina.elvert@uni-koeln.de","/ew-fak/seminar/histphil/abphilo/",,"0","ew_histphil_abphilo_n","ew_histphil_abphilo_a","6","0","1"
"465","philsem","Philosophisches Seminar",,"0221-470-2451","0221-470-5006","http://www.philosophie.uni-koeln.de/","100","0","Bauteil 4","0","0","0","0","1","philsem@uni-koeln.de","/var/local/ukweb/philosophie/",,"1",,,"3","0","1"
"466","phonetik","Phonetik",,"0221-470-4253","0221-470-5938","http://phonetik.phil-fak.uni-koeln.de","212",NULL,,"0","1","0","0","1","phonetik@uni-koeln.de","/phil-fak/phonetik/",,"0","phil_phonetik_n","phil_phonetik_a","3","0","1"
"467","physikewf","Physik und ihre Didaktik",,"0221-470-5841","0221-470-5962","http://www.mnfdidaktiken.uni-koeln.de/physik.html","216a","2",,"0","0","0","0","1","jutta.valdorf@uni-koeln.de",,,"0","ew_physik_n","ew_physik_a","5","0","1"
"468","physikchemie","Physikalische Chemie",,"0221 - 470 5773","0221 - 470 5104","http://www.uni-koeln.de/math-nat-fak/phchem/","322d",NULL,,"0","1","0","0","1","dorit.hahne@uni-koeln.de","/math-nat-fak/phchem/",,"0","math_phchem_n","math_phchem_a","5","0","1"
"469","physik","Physikalische Institute",,,,"http://www.physik.uni-koeln.de/",NULL,NULL,,"1","0","0","0","1",,,,"0",,,"5","0","1"
"470","physiologie","Physiologie und Pathophysiologie (Zentrum)",,,,"http://physiologie.uni-koeln.de/21701.html","45",NULL,,"0","0","0","0","1","akq15@uni-koeln.de","/med-fak/physiologie/",NULL,"0","med_physiologie_n","med_physiologie_a","4","0","1"
"471","physiotherapie","Physiotherapie, Lehranstalt",,"0221 478-4670","0221 478-5920","http://pflege.uk-koeln.de/ausbildung/physio_massage/fachbereich-physiotherapie/fachbereich-physiotherapie","43","5",,"0","1","0","0","1","physiotherapieschule@uk-koeln.de",,,"0",,,"4","0","1"
"472","politikewf","Politikwissenschaft, Bildungspolitik und politische Bildung",,"0221- 470 - 4623","0221- 470 - 5990","http://www.hf.uni-koeln.de/30554","216a","1",,"0","0","0","0","1","ewf-politikwissenschaft@uni-koeln.de","/ew-fak/seminar/sowi/politik/",,"0","ew_sowi_politik_n","ew_sowi_politik_a","6","0","1"
"473","politwiss","Forschungsinstitut für Politische Wissenschaft und Europäische Fragen ",,"0221-470-2855","0221-470-5101","http://www.politik.uni-koeln.de/","203",NULL,,"0","0","0","0","1","polwi.sek@uni-koeln.de","/wiso-fak/powi/",,"1","wiso_powi_n","wiso_powi_a","1","0","1"
"474","portubrasil","Portugiesisch-Brasilianisches Institut",,"0221-470-2447","0221-470-5029","http://www.uni-koeln.de/phil-fak/pbi/","103","3",,"0","0","0","0","1","phil-pbi@uni-koeln.de","/phil-fak/pbi/",,"0","phil_pbi_n","phil_pbi_a","3","0","1"
"475","portusprach","Portugiesischsprachige Welt, Zentrum",,"0221-470-2895","0221-470-5029","http://www.uni-koeln.de/phil-fak/zpw/","103",NULL,,"0","0","0","0","1","phil-zpw@uni-koeln.de","/phil-fak/zpw/",,"0","phil_zpw_n","phil_zpw_a","3","0","1"
"477","presse","Presse und Kommunikation (Universität)",,"0221-470-2202","0221-470-5190","http://www.portal.uni-koeln.de/presse.html","100","1","Bauteil 6","0","0","0","0","1","pressestelle@uni-koeln.de","/organe/presse/",,"0","org_presse_n","org_presse_a","9","0","1"
"478","kommunikationmed","Kommunikation (Klinikum)",,"0221 478-5548","0221 478-5151","https://www.uk-koeln.de/uniklinik-koeln/presse-mediathek/pressekontakt/","65","3",,"0","0","0","0","1","presse@uk-koeln.de",,,"0",,,"4","0","1"
"480","pruefamt","Prüfungsämter",,,,"http://verwaltung.uni-koeln.de/abteilung21/content/studierende/pruefungsaemter/index_ger.html",NULL,NULL,,"1","0","0","0","1",,,,"0",,,"9","0","1"
"482","psychiatrie","Psychiatrie und Psychotherapie",,"+49 221 478-89016","+49 221 478-87135","http://neurologie-psychiatrie.uk-koeln.de/psychiatrie-und-psychotherapie","31",NULL,,"0","0","0","0","1","Psychiatrie-case-management@uk-koeln.de",,,"0",,,"4","0","1"
"483","psychiatriekind","Psychiatrie und Psychotherapie des Kindes und Jugendalters",,"0221-478-5337","0221-478-3428","https://kinder-jugendpsychiatrie.uk-koeln.de/","53",NULL,,"0","0","0","0","1","stephan.bender@uk-koeln.de",,,"9",,,"4","0","1"
"485","psychohpf1","Psychologie, heilpädagogische (Prof. Fengler)",,,,"http://www.hf.uni-koeln.de/30342","221","3",,"0","1","0","0","1","studienberatung@hpf.uni-koeln.de",,,"9",,,"6","0","1"
"486","psychohpftherapie","Psychologie und Psychotherapie in der Heilpädagogik",,"0221 - 470 5514","0221 - 470 5576","http://www.hf.uni-koeln.de/621","221","1",,"0","1","0","0","1","helena.miloschenko@uni-koeln.de",,,"0",,,"6","0","1"
"487","psychoberatung","Psychologische und Soziale Beratungsstelle",,"0221-94265 (109-29)","0221-94265-123","http://www.kstw.de/index.php?option=com_content&view=article&id=122&Itemid=14","347",NULL,,"1","1","0","0","1","beratung@kstw.de",,,"0",,,"9","0","1"
"488","psychoinst","Psychologisches Institut",,,,"http://www.uni-koeln.de/phil-fak/psych/",NULL,NULL,,"0","0","0","0","1",,"/phil-fak/psych/",NULL,"0","phil_psych_n","phil_psych_a","3","81","1"
"489","psychosomatik","Psychosomatik und Psychotherapie",,"0221-478-3426","0221-478-3420","http://www.uni-koeln.de/med-fak/psysom/","15",NULL,,"0","0","0","0","1","vera.bruni@medizin.uni-koeln.de","/med-fak/psysom/",,"0","med_psysom_n","med_psysom_a","4","0","1"
"490","qualitaetgesund","Qualitätsmanagement im Gesundheitswesen (IQMG)",,"0221-478-6740","0221-478-6778","http://cms.uk-koeln.de/zms/content/qm/","187",NULL,,"0","0","0","0","1",,,,"9",,,"4","0","1"
"491","radiologie","Radiologische Diagnostik",,"+49 221 478-4200","+49 221 478-6787","http://radiologie.uk-koeln.de/","18a",NULL,,"0","0","0","0","1","saskia.voihs@uk-koeln.de",,,"0",,,"4","0","1"
"492","rechenstelleewf","Rechenstelle (Humanwiss. Fak.)",,"0221-470-6148",,"http://www.hf.uni-koeln.de/4000","216a","2",,"0","0","0","0","1"," nmsekretariat@hf.uni-koeln.de","/var/local/typo3/hf-rechenstelle/",,"1","ew_rs_n","ew_rs_a","6","0","1"
"493","regionalesrechenzentrum","Regionales Rechenzentrum (RRZK)",,"+49 (0) 221-47089666","+49 (0) 221-47089625","http://rrzk.uni-koeln.de/","133",NULL,,"0","0","0","0","1","rrzk-sekretariat@uni-koeln.de","/rrzk/",,"0",,,"9","0","1"
